baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Contrast	Gene	Desc	Source	OrthoGroup	Function
3556.686966406	1.93756967834166	0.460115116517211	4.21105416620056	2.54181785601462e-05	0.00634035774967739	Treatment_Wound_vs_Naive	LOC100576592	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576592_(LOC100576592)	Amel	OG0002510	None Immune
369.414559897592	1.35540349188781	0.329583975092038	4.11246782101376	3.91452047118855e-05	0.00893343544126987	Treatment_Wound_vs_Naive	LOC100576902	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576902_(LOC100576902),_mRNA	Amel	OG0008627	None Immune
31.5126127184227	1.95499926297781	0.557183292517118	3.50871838627096	0.000450271398210956	0.0455623680868935	Treatment_Wound_vs_Naive	LOC100577039	PREDICTED:_Apis_mellifera_arginine/serine-rich_coiled-coil_protein_2_(LOC100577039)	Amel	OG0007717	None Immune
64.863256841299	1.63711708028488	0.276962429163393	5.91097169832759	3.4009546933067e-09	7.94130366950628e-06	Treatment_Wound_vs_Naive	LOC100577065	PREDICTED:_Apis_mellifera_lymphocyte_expansion_molecule-like_(LOC100577065),_mRNA	Amel	OG0009381	None Immune
22.1678980444384	1.53831427821212	0.460989937848647	3.33698016358262	0.000846939926640434	0.0690083517620121	Treatment_Wound_vs_Naive	LOC100577125	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577125_(LOC100577125),_ncRNA	Amel	Unassigned	Unknown
4689.9382311986	-1.17890604426309	0.342308934994686	-3.44398268272312	0.000573212415182764	0.0530023824590546	Treatment_Wound_vs_Naive	LOC100577142	PREDICTED:_Apis_mellifera_G-protein_coupled_receptor_Mth_(LOC100577142),_mRNA	Amel	OG0000060	None Immune
307.210468311869	0.633981510849729	0.175116933652085	3.6203324123371	0.000294224772197194	0.035369754536792	Treatment_Wound_vs_Naive	LOC100577159	PREDICTED:_Apis_mellifera_protein_PFC0760c_(LOC100577159)	Amel	OG0009110	None Immune
2942.15043673029	1.11172800878196	0.296061202409876	3.75506145260752	0.000173298952842376	0.0238308277972735	Treatment_Wound_vs_Naive	LOC100577377	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577377_(LOC100577377),_mRNA	Amel	OG0008994	None Immune
8323.28787544528	1.62134981182981	0.426202173816279	3.8041800615703	0.0001422746648166	0.0204222769732444	Treatment_Wound_vs_Naive	LOC100577408	PREDICTED:_Apis_mellifera_leukocyte_elastase_inhibitor_(LOC100577408)	Amel	OG0003982	Immune
290.659316722648	2.32856644126278	0.661411439937961	3.52060200452715	0.000430568348781547	0.0439835819907702	Treatment_Wound_vs_Naive	LOC100577819	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577819_(LOC100577819),_mRNA	Amel	OG0009626	None Immune
11265.6608018172	1.36775379731072	0.425512324125803	3.21436940779732	0.00130731366514118	0.0890834800608262	Treatment_Wound_vs_Naive	LOC100578030	PREDICTED:_Apis_mellifera_antitrypsin_(LOC100578030)	Amel	OG0000446	Immune
933.00955802967	-1.18026426384251	0.29401426569206	-4.01430951339848	5.96200697746302e-05	0.0114193726500479	Treatment_Wound_vs_Naive	LOC100578134	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578134_(LOC100578134)	Amel	OG0010716	None Immune
1575.65804625292	1.87004690588425	0.512638230477837	3.64788811037591	0.000264404729992237	0.0326593062386133	Treatment_Wound_vs_Naive	LOC100578144	PREDICTED:_Apis_mellifera_mitotic_apparatus_protein_p62_(LOC100578144),_mRNA	Amel	OG0002703	None Immune
1813.55188842648	0.931549549798629	0.288009552233563	3.23443976970314	0.00121881624914141	0.0843420844405853	Treatment_Wound_vs_Naive	LOC100578397	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578397_(LOC100578397),_mRNA	Amel	OG0009670	None Immune
2282.4175869849	1.21097361940352	0.380477748011819	3.18277120207804	0.0014587283360787	0.0939180799667067	Treatment_Wound_vs_Naive	LOC100578939	PREDICTED:_Apis_mellifera_single_Ig_IL-1-related_receptor_(LOC100578939),_mRNA	Amel	OG0004900	None Immune
252.75823129526	-0.564131886400898	0.177507987121602	-3.17806480456814	0.00148261608562802	0.0940978706180243	Treatment_Wound_vs_Naive	LOC100579024	PREDICTED:_Apis_mellifera_D-aminoacyl-tRNA_deacylase_1_(LOC100579024),_mRNA	Amel	OG0008347	None Immune
1226.09515255029	2.06392772652744	0.580771528892643	3.55376877799559	0.000379752931142132	0.0403290093012922	Treatment_Wound_vs_Naive	LOC102653764	PREDICTED:_Apis_mellifera_waprin-Thr1_(LOC102653764),_mRNA	Amel	OG0001164	None Immune
35.3096325533347	2.05185631216586	0.638553648671065	3.21328727262951	0.00131224965966908	0.0890834800608262	Treatment_Wound_vs_Naive	LOC102653826	PREDICTED:_Apis_mellifera_uncharacterized_LOC102653826_(LOC102653826)	Amel	Unassigned	Unknown
605.467287269472	1.50236104896625	0.379632854293981	3.95740524555034	7.57683277058574e-05	0.0135860329192621	Treatment_Wound_vs_Naive	LOC102654069	PREDICTED:_Apis_mellifera_ninjurin-1_(LOC102654069)	Amel	OG0004924	None Immune
141.04201817114	1.1028738424327	0.306703942876168	3.59589065628016	0.000323283579654627	0.0368887199508035	Treatment_Wound_vs_Naive	LOC102654142	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654142_(LOC102654142),_ncRNA	Amel	OG0010859	None Immune
7923.46176055856	0.68229371083159	0.21398106871853	3.18857044185099	0.00142978169164019	0.0932185931133861	Treatment_Wound_vs_Naive	LOC102654166	PREDICTED:_Apis_mellifera_trichohyalin_(LOC102654166)	Amel	OG0001049	None Immune
302.641325454178	1.0203584067061	0.259973471209797	3.92485587840104	8.67816780882588e-05	0.014463912860716	Treatment_Wound_vs_Naive	LOC102654331	PREDICTED:_Apis_mellifera_tubulin_polyglutamylase_TTLL4-like_(LOC102654331),_mRNA	Amel	OG0000253	None Immune
61.1288901763155	1.20953447893926	0.355107706986673	3.40610596487181	0.000658965972185248	0.0584137935343717	Treatment_Wound_vs_Naive	LOC102654385	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654385_(LOC102654385)	Amel	Unassigned	Unknown
4595.10202500371	-0.478337319786993	0.146387029664845	-3.2676209147911	0.0010845552719042	0.0780734217882178	Treatment_Wound_vs_Naive	LOC102654426	PREDICTED:_Apis_mellifera_60S_ribosomal_protein_L18_(LOC102654426),_mRNA	Amel	OG0002027	None Immune
70.802080023863	-1.33770957394742	0.383371166814705	-3.48933276610751	0.000484227940474063	0.0476498063259156	Treatment_Wound_vs_Naive	LOC102654579	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654579_(LOC102654579)	Amel	Unassigned	Unknown
148.989322140714	1.47711129377026	0.239788358407932	6.16006258009146	7.27162027456943e-10	3.89976995325159e-06	Treatment_Wound_vs_Naive	LOC102654628	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654628_(LOC102654628)	Amel	Unassigned	Unknown
143.308239042005	-0.854875779206346	0.254260575103424	-3.36220343582018	0.00077323134188642	0.0651935903086902	Treatment_Wound_vs_Naive	LOC102654777	PREDICTED:_Apis_mellifera_organic_cation_transporter_protein_(LOC102654777)	Amel	OG0007089	None Immune
609.55848056567	2.30119084671393	0.561883385831535	4.09549544396724	4.2126651231161e-05	0.00922143798174353	Treatment_Wound_vs_Naive	LOC102654867	PREDICTED:_Apis_mellifera_collagen_alpha-2(IV)_chain-like_(LOC102654867),_mRNA	Amel	OG0007879	None Immune
319.722898371517	4.38205351500382	1.19619753940338	3.66331928519885	0.000248967884857928	0.031416818035131	Treatment_Wound_vs_Naive	LOC102654968	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654968_(LOC102654968)	Amel	OG0004238	None Immune
1116.62347541079	2.08241735535373	0.619859769075174	3.3594975174154	0.000780843528615547	0.0651935903086902	Treatment_Wound_vs_Naive	LOC102655185	PREDICTED:_Apis_mellifera_serine-rich_adhesin_for_platelets-like_(LOC102655185)	Amel	OG0009894	None Immune
4064.08381695112	2.53764799959377	0.509351084887491	4.98211955345948	6.28915565927341e-07	0.00045272934458859	Treatment_Wound_vs_Naive	LOC102655332	PREDICTED:_Apis_mellifera_protein_orai-2_(LOC102655332),_mRNA	Amel	OG0005479	None Immune
54.3411289098104	1.11922592201128	0.306855541929057	3.64740331875786	0.000264903938351609	0.0326593062386133	Treatment_Wound_vs_Naive	LOC102655432	PREDICTED:_Apis_mellifera_uncharacterized_LOC102655432_(LOC102655432),_ncRNA	Amel	Unassigned	Unknown
37.2140784918027	-1.84108471726083	0.514471543449163	-3.57859388085427	0.000345447780507512	0.0385965926429538	Treatment_Wound_vs_Naive	LOC102655781	PREDICTED:_Apis_mellifera_uncharacterized_LOC102655781_(LOC102655781)	Amel	OG0010667	None Immune
93.5833879855745	0.910646655927564	0.244381854382396	3.72632681026568	0.000194290461683212	0.0260494936501767	Treatment_Wound_vs_Naive	LOC102656022	PREDICTED:_Apis_mellifera_uncharacterized_LOC102656022_(LOC102656022)	Amel	Unassigned	Unknown
20.7600513071425	-2.1176035269034	0.533854494628165	-3.96663051114391	7.28958666010555e-05	0.0134807080200504	Treatment_Wound_vs_Naive	LOC102656318	PREDICTED:_Apis_mellifera_uncharacterized_LOC102656318_(LOC102656318),_ncRNA	Amel	Unassigned	Unknown
423.212571857756	2.20819028755865	0.547206331397685	4.03538877541575	5.45119586024668e-05	0.0108276901475937	Treatment_Wound_vs_Naive	LOC102656472	PREDICTED:_Apis_mellifera_uncharacterized_LOC102656472_(LOC102656472),_ncRNA	Amel	Unassigned	Unknown
21.3197657573933	1.59306000566781	0.504731271225654	3.15625382552449	0.00159809723732455	0.0990820287141222	Treatment_Wound_vs_Naive	LOC102656830	PREDICTED:_Apis_mellifera_uncharacterized_LOC102656830_(LOC102656830),_mRNA	Amel	OG0000025	None Immune
37.4309459057037	1.39190950141222	0.440687062167868	3.15849867378681	0.00158584030907654	0.0988937392741568	Treatment_Wound_vs_Naive	LOC107964408	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964408_(LOC107964408),_ncRNA	Amel	Unassigned	Unknown
47.9235009755547	-3.08170463110234	0.619777283420997	-4.97227748344082	6.61709011385025e-07	0.00045272934458859	Treatment_Wound_vs_Naive	LOC107964495	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964495_(LOC107964495),_ncRNA	Amel	Unassigned	Unknown
30.5720563070333	-1.69629534248508	0.370252244802237	-4.58145863069953	4.61743954771323e-06	0.00190487140726046	Treatment_Wound_vs_Naive	LOC107964857	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964857_(LOC107964857),_ncRNA	Amel	Unassigned	Unknown
31.7483251048863	1.50657605818247	0.381524045901216	3.94883644784097	7.85319821922667e-05	0.0135860329192621	Treatment_Wound_vs_Naive	LOC107964859	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964859_(LOC107964859),_ncRNA	Amel	Unassigned	Unknown
19.0333264048861	2.32904564792239	0.664505728729798	3.50492937415959	0.000456728426208608	0.0457838233599395	Treatment_Wound_vs_Naive	LOC107964997	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964997_(LOC107964997),_mRNA	Amel	OG0009288	None Immune
281.10214051451	0.708984534469119	0.186063816254495	3.81043745496106	0.000138721105731476	0.0203825010969289	Treatment_Wound_vs_Naive	LOC107965212	PREDICTED:_Apis_mellifera_uncharacterized_LOC107965212_(LOC107965212),_ncRNA	Amel	Unassigned	Unknown
610.263962599644	0.771732274964266	0.200113225207133	3.85647812215041	0.000115032388192645	0.0174294479196536	Treatment_Wound_vs_Naive	LOC107965678	PREDICTED:_Apis_mellifera_uncharacterized_LOC107965678_(LOC107965678),_ncRNA	Amel	Unassigned	Unknown
604.637007107778	0.817861519717334	0.166353460355124	4.91640821880951	8.81464945580268e-07	0.000497610158225998	Treatment_Wound_vs_Naive	LOC107965795	PREDICTED:_Apis_mellifera_lactosylceramide_4-alpha-galactosyltransferase_(LOC107965795)	Amel	OG0000773	None Immune
44.6834342779186	1.68019293145976	0.428352570521182	3.92245324783612	8.7651905271913e-05	0.014463912860716	Treatment_Wound_vs_Naive	LOC107966085	PREDICTED:_Apis_mellifera_uncharacterized_LOC107966085_(LOC107966085)	Amel	OG0008367	None Immune
13.1758709220885	1.60166520600929	0.500150076130675	3.20236921365742	0.00136302177302992	0.0919482486636409	Treatment_Wound_vs_Naive	LOC107966114	PREDICTED:_Apis_mellifera_uncharacterized_LOC107966114_(LOC107966114),_ncRNA	Amel	Unassigned	Unknown
1258.0592577685	-2.0008301999584	0.330708795176194	-6.05012696711741	1.44731721754669e-09	5.17464149180193e-06	Treatment_Wound_vs_Naive	LOC113218757	PREDICTED:_Apis_mellifera_proteasome_subunit_alpha_type-6-like_(LOC113218757),_mRNA	Amel	OG0001312	None Immune
459.483062949839	1.68667347188302	0.377570574853348	4.46717404431777	7.92596452885869e-06	0.00274238372698511	Treatment_Wound_vs_Naive	LOC113218894	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218894_(LOC113218894),_ncRNA	Amel	Unassigned	Unknown
167.72600269743	0.869172415834517	0.267794789455552	3.24566589813645	0.00117176268695416	0.0821459253612436	Treatment_Wound_vs_Naive	LOC113218920	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218920_(LOC113218920),_ncRNA	Amel	Unassigned	Unknown
25.5659293931771	-1.79688184781603	0.547764772818219	-3.2803895704559	0.00103663837592292	0.077755127413631	Treatment_Wound_vs_Naive	LOC113219020	PREDICTED:_Apis_mellifera_uncharacterized_LOC113219020_(LOC113219020),_ncRNA	Amel	Unassigned	Unknown
48170.5553706366	0.563324258048608	0.171941425509503	3.27625676232092	0.00105192879737366	0.0780734217882178	Treatment_Wound_vs_Naive	LOC113219165	PREDICTED:_Apis_mellifera_uncharacterized_LOC113219165_(LOC113219165),_ncRNA	Amel	Unassigned	Unknown
514.656889710175	2.15583649842976	0.528283901881674	4.08082943801802	4.48752767273255e-05	0.00962664436354588	Treatment_Wound_vs_Naive	LOC113219199	PREDICTED:_Apis_mellifera_uncharacterized_LOC113219199_(LOC113219199)	Amel	Unassigned	Unknown
5602.57512034595	-15.8216805373713	3.19743156547747	-4.94824680790587	7.48849180251614e-07	0.00045272934458859	Treatment_Wound_vs_Naive	LOC113219355	PREDICTED:_Apis_mellifera_large_subunit_ribosomal_RNA_(LOC113219355),_rRNA	Amel	Unassigned	Unknown
5233.76429264169	-1.60958159467964	0.387088971242845	-4.15816960506954	3.20807805823911e-05	0.00748040114188537	Treatment_Wound_vs_Naive	LOC113219358	PREDICTED:_Apis_mellifera_uncharacterized_LOC113219358_(LOC113219358),_mRNA	Amel	OG0001659	None Immune
5602.57512034595	-15.8216805373713	3.19743156547747	-4.94824680790587	7.48849180251614e-07	0.00045272934458859	Treatment_Wound_vs_Naive	LOC113219378	PREDICTED:_Apis_mellifera_large_subunit_ribosomal_RNA_(LOC113219378),_rRNA	Amel	Unassigned	Unknown
120.280185203724	1.55539312811664	0.433760493428266	3.58583400674287	0.000336002643619021	0.0379364668995539	Treatment_Wound_vs_Naive	LOC406132	PREDICTED:_Apis_mellifera_histone_H4_(LOC406132),_mRNA	Amel	OG0000056	None Immune
5585.06191716027	-0.797591854465905	0.215835319423857	-3.69537227083578	0.000219564840824494	0.0280363390795658	Treatment_Wound_vs_Naive	LOC408272	PREDICTED:_Apis_mellifera_monocarboxylate_transporter_7_(LOC408272)	Amel	OG0000856	None Immune
9941.75225438563	-0.40089527687857	0.121680069907696	-3.29466672054578	0.000985384720857295	0.0754945465422525	Treatment_Wound_vs_Naive	LOC408308	PREDICTED:_Apis_mellifera_coiled-coil-helix-coiled-coil-helix_domain-containing_protein_10,_mitochondrial_(LOC408308),_mRNA	Amel	OG0002487	None Immune
1221.00064732091	1.77212896764096	0.491325644142363	3.60683182074551	0.000309958413005913	0.0361371080206676	Treatment_Wound_vs_Naive	LOC408406	PREDICTED:_Apis_mellifera_cyclin-dependent_kinase_4_(LOC408406)	Amel	OG0000826	None Immune
1227.34927075692	-0.744001823369406	0.217843053784225	-3.41531120889603	0.000637091763451099	0.0569453854564707	Treatment_Wound_vs_Naive	LOC408465	PREDICTED:_Apis_mellifera_vesicle-associated_membrane_protein_2_(LOC408465)	Amel	OG0008496	None Immune
1833.86697803106	3.913849059027	1.1522456043973	3.39671424572211	0.000682001455463152	0.0599602263221129	Treatment_Wound_vs_Naive	LOC408494	PREDICTED:_Apis_mellifera_uncharacterized_LOC408494_(LOC408494)	Amel	OG0005892	None Immune
444.191836177723	1.12344719866129	0.338232255108794	3.32152590917128	0.000895266699671993	0.0706075780932485	Treatment_Wound_vs_Naive	LOC408570	PREDICTED:_Apis_mellifera_uncharacterized_LOC408570_(LOC408570)	Amel	OG0004543	None Immune
6189.25812915261	0.887550870808507	0.211554727537605	4.19537242745256	2.72423585883037e-05	0.00664094405041239	Treatment_Wound_vs_Naive	LOC408717	PREDICTED:_Apis_mellifera_sialomucin_core_protein_24_(LOC408717),_mRNA	Amel	OG0006640	None Immune
4731.3211809985	-0.543866519709802	0.125838509439526	-4.32194025606421	1.5466307294962e-05	0.0046081003346045	Treatment_Wound_vs_Naive	LOC408766	PREDICTED:_Apis_mellifera_phosphatidylcholine:ceramide_cholinephosphotransferase_2_(LOC408766)	Amel	OG0004134	None Immune
3168.30848986651	0.673093379945748	0.142075659635759	4.73756997976548	2.16296176323557e-06	0.00105454217602113	Treatment_Wound_vs_Naive	LOC408801	PREDICTED:_Apis_mellifera_protein_split_ends_(LOC408801)	Amel	OG0001580	None Immune
6503.24045561953	-1.20543323994608	0.268968298986954	-4.48169261762906	7.40533527468921e-06	0.00264765420521055	Treatment_Wound_vs_Naive	LOC408871	PREDICTED:_Apis_mellifera_sorbitol_dehydrogenase_(LOC408871),_mRNA	Amel	OG0001914	Putative Immune
37552.6898394248	0.708724949445413	0.210552765992646	3.3660206082031	0.00076261010712712	0.064918698484488	Treatment_Wound_vs_Naive	LOC408953	PREDICTED:_Apis_mellifera_peroxidase_(LOC408953)	Amel	OG0003299	Immune
44214.6193476075	-1.43469905010407	0.427202697509576	-3.35835672028244	0.000784073573542889	0.0651935903086902	Treatment_Wound_vs_Naive	LOC408961	PREDICTED:_Apis_mellifera_apolipophorins_(LOC408961),_mRNA	Amel	OG0004253	Putative Immune
1075.49773320676	0.449817032933234	0.141436807353561	3.18033927200287	0.00147102717083785	0.0939180799667067	Treatment_Wound_vs_Naive	LOC409107	PREDICTED:_Apis_mellifera_homeobox_protein_5_(LOC409107)	Amel	OG0003932	None Immune
603.500269943652	-0.483102242520697	0.125293812574247	-3.85575498578128	0.000115373000400467	0.0174294479196536	Treatment_Wound_vs_Naive	LOC409195	PREDICTED:_Apis_mellifera_MIP18_family_protein_galla-1_(LOC409195),_mRNA	Amel	OG0007366	None Immune
470.454086044896	-0.536701108103546	0.164061447291771	-3.27134203045925	0.0010703836926102	0.0780734217882178	Treatment_Wound_vs_Naive	LOC409520	PREDICTED:_Apis_mellifera_glucosamine-6-phosphate_isomerase_(LOC409520)	Amel	OG0002810	None Immune
451.591683645378	0.966856116066531	0.2247421705449	4.30206807081347	1.69211306183164e-05	0.00490529856789357	Treatment_Wound_vs_Naive	LOC409674	PREDICTED:_Apis_mellifera_uncharacterized_LOC409674_(LOC409674)	Amel	OG0002752	None Immune
338.572784875711	-1.38284529613991	0.323213464361765	-4.27842725819159	1.8821847794386e-05	0.0050470784860646	Treatment_Wound_vs_Naive	LOC409903	PREDICTED:_Apis_mellifera_GTP-binding_protein_RAD_(LOC409903)	Amel	OG0001770	None Immune
5697.81582875007	-0.965943453164189	0.222765714113627	-4.33614058163135	1.45006223140646e-05	0.00444381928401878	Treatment_Wound_vs_Naive	LOC410167	PREDICTED:_Apis_mellifera_sorbitol_dehydrogenase_(LOC410167),_mRNA	Amel	OG0007158	None Immune
2342.9209756647	1.57355904960214	0.38399963615268	4.09781390776237	4.17070361647084e-05	0.00922143798174353	Treatment_Wound_vs_Naive	LOC410227	PREDICTED:_Apis_mellifera_inactive_hydroxysteroid_dehydrogenase-like_protein_1_(LOC410227)	Amel	OG0001768	Putative Immune
676.195467865252	-1.62012011191546	0.418154738774156	-3.87445115811655	0.000106865272925519	0.0166973444467708	Treatment_Wound_vs_Naive	LOC410254	PREDICTED:_Apis_mellifera_glutaryl-CoA_dehydrogenase,_mitochondrial_(LOC410254),_mRNA	Amel	OG0000584	None Immune
319.101268051945	-0.649679699147843	0.193908965260647	-3.35043662511716	0.000806842697914388	0.0665707290602287	Treatment_Wound_vs_Naive	LOC410459	PREDICTED:_Apis_mellifera_cyclin-H_(LOC410459),_mRNA	Amel	OG0003539	None Immune
2163.21877426573	0.820197701506237	0.234497154916529	3.49768721841505	0.000469311185359267	0.0466095534644768	Treatment_Wound_vs_Naive	LOC410487	PREDICTED:_Apis_mellifera_uncharacterized_LOC410487_(LOC410487),_mRNA	Amel	OG0001918	None Immune
8231.80556454553	-0.663453683950525	0.151367533735619	-4.3830646346483	1.17021375693388e-05	0.00392241023652274	Treatment_Wound_vs_Naive	LOC410517	PREDICTED:_Apis_mellifera_extracellular_serine/threonine_protein_CG31145_(LOC410517),_mRNA	Amel	OG0001373	None Immune
2419.86305974116	-0.755094011064613	0.18932840057731	-3.98827650137085	6.65550645599564e-05	0.0125240284643876	Treatment_Wound_vs_Naive	LOC410635	PREDICTED:_Apis_mellifera_fumarylacetoacetate_hydrolase_domain-containing_protein_2A_(LOC410635)	Amel	OG0006706	None Immune
6773.86393780679	1.51049136333746	0.375133698395707	4.02654138990235	5.66032795605957e-05	0.0110386686648536	Treatment_Wound_vs_Naive	LOC410638	PREDICTED:_Apis_mellifera_aromatic-L-amino-acid_decarboxylase_(LOC410638),_mRNA	Amel	OG0002392	None Immune
2185.84949410524	0.496103582458786	0.14422618961111	3.43976072443206	0.00058222868443881	0.0533759390537664	Treatment_Wound_vs_Naive	LOC410686	PREDICTED:_Apis_mellifera_semaphorin-1A_(LOC410686)	Amel	OG0003644	None Immune
436.752195328019	-0.646103135436783	0.201001720285898	-3.21441594886744	0.00130710175995639	0.0890834800608262	Treatment_Wound_vs_Naive	LOC410748	PREDICTED:_Apis_mellifera_glucose_dehydrogenase_[FAD,_quinone]_(LOC410748)	Amel	OG0000090	Putative Immune
3378.72399775721	0.496862644125355	0.156509989732824	3.17463853248947	0.00150023259022343	0.0946558515455089	Treatment_Wound_vs_Naive	LOC410862	PREDICTED:_Apis_mellifera_solute_carrier_family_41_member_3_(LOC410862)	Amel	OG0006616	None Immune
2497.79170346043	1.0184335870377	0.300424441490069	3.38998245943768	0.000698970958414444	0.0609525406500271	Treatment_Wound_vs_Naive	LOC411012	PREDICTED:_Apis_mellifera_NF-kappa-B_inhibitor_cactus_(LOC411012),_mRNA	Amel	OG0000699	Immune
4068.76009552622	1.51052662084537	0.45276567270455	3.33622160845893	0.000849254375590677	0.0690083517620121	Treatment_Wound_vs_Naive	LOC411381	PREDICTED:_Apis_mellifera_caspase-3_(LOC411381),_mRNA	Amel	OG0001174	Immune
446.15300455374	-1.32889984297467	0.406363534828133	-3.27022414434088	0.00107462297046095	0.0780734217882178	Treatment_Wound_vs_Naive	LOC411387	PREDICTED:_Apis_mellifera_O-acyltransferase_like_protein_(LOC411387)	Amel	OG0005964	None Immune
5765.5184101589	0.851572835803159	0.26714175618064	3.18771893985502	0.00143399849559097	0.0932185931133861	Treatment_Wound_vs_Naive	LOC412056	PREDICTED:_Apis_mellifera_organic_cation_transporter_protein_(LOC412056)	Amel	OG0005302	None Immune
1065.41495786571	-0.967156658102925	0.17149356672649	-5.63960897521837	1.70436759491211e-08	2.28513085287842e-05	Treatment_Wound_vs_Naive	LOC412467	PREDICTED:_Apis_mellifera_bifunctional_purine_biosynthesis_protein_PURH_(LOC412467),_mRNA	Amel	OG0003511	None Immune
266.775493623954	0.99006946678796	0.170526635269926	5.80595204509126	6.40012795629845e-09	1.14412954098762e-05	Treatment_Wound_vs_Naive	LOC412528	PREDICTED:_Apis_mellifera_eyes_absent_homolog_4_(LOC412528)	Amel	OG0003076	None Immune
13071.1525381125	1.58510511530591	0.372193950200409	4.25881483149417	2.05513618500586e-05	0.00537643676106654	Treatment_Wound_vs_Naive	LOC412663	PREDICTED:_Apis_mellifera_laminin_subunit_alpha_(LOC412663),_mRNA	Amel	OG0005732	None Immune
2739.55611130695	1.72020678390845	0.463864928974499	3.70842173326499	0.000208555101255274	0.0272800245861472	Treatment_Wound_vs_Naive	LOC412703	PREDICTED:_Apis_mellifera_protein_toll_(LOC412703)	Amel	OG0000399	Immune
1672.86720497649	1.65004582140486	0.292476288063952	5.64163964308815	1.68438347154897e-08	2.28513085287842e-05	Treatment_Wound_vs_Naive	LOC412838	PREDICTED:_Apis_mellifera_alpha-mannosidase_2_(LOC412838)	Amel	OG0002223	None Immune
132.202325022652	-0.608379357101338	0.177578717258812	-3.42596999512423	0.00061260805179347	0.0556850335892946	Treatment_Wound_vs_Naive	LOC412888	PREDICTED:_Apis_mellifera_A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_7_(LOC412888)	Amel	OG0006412	None Immune
