GeneID	TranscriptID	ProteinID
LOC100642256	XM_048410184.1	XP_048266141.1
LOC100642257	XM_003399167.3	XP_003399215.1
LOC100642258	XM_003399327.4	XP_003399375.2
LOC100642258	XM_012314360.3	XP_012169750.2
LOC100642258	XM_012314361.3	XP_012169751.2
LOC100642259	XM_003399401.4	XP_003399449.1
LOC100642260	XM_003399643.4	XP_003399691.1
LOC100642260	XM_048410968.1	XP_048266925.1
LOC100642261	XM_003400208.4	XP_003400256.2
LOC100642261	XM_012315430.3	XP_012170820.2
LOC100642262	XM_003400451.4	XP_003400499.1
LOC100642263	XM_003400531.4	XP_003400579.2
LOC100642264	XM_003401020.4	XP_003401068.1
LOC100642264	XM_003401021.4	XP_003401069.1
LOC100642264	XR_001099348.3	
LOC100642265	XM_012317169.3	XP_012172559.1
LOC100642265	XM_048412438.1	XP_048268395.1
LOC100642267	XM_012318267.3	XP_012173657.1
LOC100642267	XM_012318268.3	XP_012173658.1
LOC100642267	XM_012318269.3	XP_012173659.1
LOC100642267	XM_012318270.3	XP_012173660.1
LOC100642267	XM_020867555.2	XP_020723214.1
LOC100642269	XM_048414733.1	XP_048270690.1
LOC100642270	XM_003402370.4	XP_003402418.1
LOC100642270	XM_003402371.4	XP_003402419.1
LOC100642270	XR_001099577.3	
LOC100642271	XM_012318872.3	XP_012174262.1
LOC100642271	XM_012318873.3	XP_012174263.1
LOC100642271	XM_012318874.3	XP_012174264.1
LOC100642271	XM_012318875.3	XP_012174265.1
LOC100642272	XM_003402909.4	XP_003402957.1
LOC100642273	XM_003403063.4	XP_003403111.1
LOC100642273	XM_012319560.3	XP_012174950.1
LOC100642274	XM_020868242.2	XP_020723901.2
LOC100642274	XM_048409159.1	XP_048265116.1
LOC100642274	XM_048409160.1	XP_048265117.1
LOC100642275	XM_048409267.1	XP_048265224.1
LOC100642275	XM_048409269.1	XP_048265226.1
LOC100642277	XM_003393521.4	XP_003393569.1
LOC100642277	XM_012314728.3	XP_012170118.1
LOC100642277	XM_020867080.2	XP_020722739.1
LOC100642278	XM_003393756.4	XP_003393804.1
LOC100642278	XM_012319421.3	XP_012174811.1
LOC100642279	XM_020868377.2	XP_020724036.2
LOC100642280	XM_003394322.4	XP_003394370.1
LOC100642281	XM_012321108.2	XP_012176498.2
LOC100642281	XM_048404529.1	XP_048260486.1
LOC100642281	XM_048404530.1	XP_048260487.1
LOC100642282	XM_003395693.4	XP_003395741.1
LOC100642283	XM_003396341.4	XP_003396389.1
LOC100642284	XM_012309754.3	XP_012165144.1
LOC100642284	XM_012309755.3	XP_012165145.1
LOC100642284	XM_012309756.3	XP_012165146.1
LOC100642284	XM_048407337.1	XP_048263294.1
LOC100642285	XM_003396742.4	XP_003396790.1
LOC100642285	XM_048407691.1	XP_048263648.1
LOC100642287	XM_003397469.4	XP_003397517.1
LOC100642288	XM_003397632.4	XP_003397680.1
LOC100642289	XM_003397794.4	XP_003397842.1
LOC100642290	XM_012313133.3	XP_012168523.2
LOC100642290	XM_048409338.1	XP_048265295.1
LOC100642290	XM_048409339.1	XP_048265296.1
LOC100642290	XM_048409340.1	XP_048265297.1
LOC100642290	XM_048409341.1	XP_048265298.1
LOC100642290	XM_048409342.1	XP_048265299.1
LOC100642290	XM_048409343.1	XP_048265300.1
LOC100642290	XR_007225444.1	
LOC100642291	XM_003398843.4	XP_003398891.2
LOC100642292	XM_003398926.4	XP_003398974.1
LOC100642292	XM_020865443.2	XP_020721102.1
LOC100642293	XM_012314602.3	XP_012169992.1
LOC100642293	XM_012314603.3	XP_012169993.1
LOC100642293	XM_012314604.3	XP_012169994.1
LOC100642293	XM_012314606.3	XP_012169996.1
LOC100642293	XM_020865749.2	XP_020721408.1
LOC100642293	XM_048411081.1	XP_048267038.1
LOC100642293	XM_048411082.1	XP_048267039.1
LOC100642293	XM_048411083.1	XP_048267040.1
LOC100642294	XM_012314947.3	XP_012170337.1
LOC100642294	XM_012314950.3	XP_012170340.1
LOC100642294	XM_012314951.3	XP_012170341.1
LOC100642294	XM_012314952.3	XP_012170342.1
LOC100642294	XM_012314953.3	XP_012170343.1
LOC100642294	XM_020865954.2	XP_020721613.1
LOC100642294	XM_048410939.1	XP_048266896.1
LOC100642294	XM_048410940.1	XP_048266897.1
LOC100642294	XM_048410941.1	XP_048266898.1
LOC100642294	XM_048410942.1	XP_048266899.1
LOC100642295	XM_003399807.4	XP_003399855.2
LOC100642295	XM_012315110.3	XP_012170500.2
LOC100642295	XM_048410959.1	XP_048266916.1
LOC100642295	XM_048410960.1	XP_048266917.1
LOC100642296	XM_003399886.4	XP_003399934.1
LOC100642296	XM_020865952.2	XP_020721611.1
LOC100642297	XM_012315278.3	XP_012170668.1
LOC100642298	XM_003400287.4	XP_003400335.2
LOC100642299	XM_003400368.4	XP_003400416.1
LOC100642299	XM_012315837.3	XP_012171227.2
LOC100642299	XM_012315838.3	XP_012171228.2
LOC100642299	XM_012315839.3	XP_012171229.1
LOC100642299	XM_020866461.2	XP_020722120.1
LOC100642299	XM_048411682.1	XP_048267639.1
LOC100642299	XM_048411683.1	XP_048267640.1
LOC100642299	XM_048411685.1	XP_048267642.1
LOC100642300	XM_003400611.4	XP_003400659.1
LOC100642300	XM_020866658.2	XP_020722317.1
LOC100642300	XM_048412143.1	XP_048268100.1
LOC100642301	XM_003400776.4	XP_003400824.1
LOC100642302	XM_003400938.3	XP_003400986.1
LOC100642303	XM_012316893.3	XP_012172283.1
LOC100642303	XM_012316894.3	XP_012172284.1
LOC100642303	XM_012316895.3	XP_012172285.1
LOC100642303	XM_012316896.3	XP_012172286.1
LOC100642304	XM_003401505.3	XP_003401553.1
LOC100642305	XM_003401584.4	XP_003401632.1
LOC100642306	XM_003401824.4	XP_003401872.2
LOC100642306	XM_012317899.3	XP_012173289.2
LOC100642306	XM_012317900.3	XP_012173290.2
LOC100642307	XM_003401903.4	XP_003401951.1
LOC100642308	XM_003402609.4	XP_003402657.2
LOC100642309	XM_003402684.4	XP_003402732.1
LOC100642311	XM_012319602.3	XP_012174992.3
LOC100642312	XM_003392812.4	XP_003392860.1
LOC100642313	XM_012309160.2	XP_012164550.1
LOC100642313	XM_012309217.2	XP_012164607.1
LOC100642314	XM_003393132.4	XP_003393180.2
LOC100642314	XM_048406335.1	XP_048262292.1
LOC100642314	XM_048406344.1	XP_048262301.1
LOC100642315	XM_003393211.4	XP_003393259.1
LOC100642316	XM_003393600.4	XP_003393648.1
LOC100642318	XM_003393995.4	XP_003394043.1
LOC100642319	XM_048404712.1	XP_048260669.1
LOC100642320	XM_012307686.3	XP_012163076.2
LOC100642320	XM_012307687.3	XP_012163077.2
LOC100642321	XM_012321365.3	XP_012176755.2
LOC100642321	XM_048405187.1	XP_048261144.1
LOC100642322	XM_003394876.4	XP_003394924.1
LOC100642322	XM_048405243.1	XP_048261200.1
LOC100642323	XM_003395116.4	XP_003395164.1
LOC100642324	XM_003395198.3	XP_003395246.1
LOC100642325	XM_020862931.2	XP_020718590.2
LOC100642326	XM_003395776.4	XP_003395824.1
LOC100642326	XM_012308966.3	XP_012164356.1
LOC100642327	XM_012309270.3	XP_012164660.2
LOC100642328	XM_048406811.1	XP_048262768.1
LOC100642328	XM_048406812.1	XP_048262769.1
LOC100642329	XM_020863382.2	XP_020719041.1
LOC100642330	XM_012309886.3	XP_012165276.1
LOC100642330	XM_012309887.3	XP_012165277.1
LOC100642330	XR_001098814.3	
LOC100642330	XR_001098815.3	
LOC100642330	XR_001098816.3	
LOC100642332	XM_012310393.3	XP_012165783.1
LOC100642332	XM_012310394.3	XP_012165784.1
LOC100642332	XM_012310395.3	XP_012165785.1
LOC100642332	XM_012310396.3	XP_012165786.1
LOC100642332	XM_020863797.2	XP_020719456.1
LOC100642332	XM_020863798.2	XP_020719457.1
LOC100642332	XM_020863799.2	XP_020719458.1
LOC100642332	XM_020863800.2	XP_020719459.1
LOC100642332	XM_020863801.2	XP_020719460.1
LOC100642332	XM_048407105.1	XP_048263062.1
LOC100642332	XM_048407106.1	XP_048263063.1
LOC100642333	XM_012310915.3	XP_012166305.1
LOC100642334	XM_048408217.1	XP_048264174.1
LOC100642335	XM_003397389.4	XP_003397437.2
LOC100642335	XM_012311535.3	XP_012166925.2
LOC100642336	XM_003397551.4	XP_003397599.1
LOC100642336	XM_048408426.1	XP_048264383.1
LOC100642337	XM_012312168.3	XP_012167558.2
LOC100642338	XM_048408878.1	XP_048264835.1
LOC100642338	XM_048408879.1	XP_048264836.1
LOC100642338	XM_048408880.1	XP_048264837.1
LOC100642338	XM_048408881.1	XP_048264838.1
LOC100642338	XM_048408882.1	XP_048264839.1
LOC100642338	XM_048408884.1	XP_048264841.1
LOC100642339	XM_003398034.4	XP_003398082.2
LOC100642339	XM_012312399.3	XP_012167789.2
LOC100642340	XM_003398191.4	XP_003398239.1
LOC100642340	XM_012312354.3	XP_012167744.1
LOC100642341	XM_003398276.4	XP_003398324.2
LOC100642342	XM_003398357.3	XP_003398405.1
LOC100642342	XM_048409583.1	XP_048265540.1
LOC100642344	XM_003399009.4	XP_003399057.2
LOC100642345	XM_012315528.3	XP_012170918.1
LOC100642345	XM_048411460.1	XP_048267417.1
LOC100642346	XM_003400698.4	XP_003400746.1
LOC100642347	XM_003400856.4	XP_003400904.1
LOC100642348	XM_048412509.1	XP_048268466.1
LOC100642349	XM_003401262.4	XP_003401310.3
LOC100642349	XM_003401263.4	XP_003401311.2
LOC100642349	XM_012317092.2	XP_012172482.1
LOC100642349	XM_012317093.3	XP_012172483.2
LOC100642349	XM_012317094.3	XP_012172484.1
LOC100642349	XM_012317095.3	XP_012172485.1
LOC100642349	XM_012317096.3	XP_012172486.1
LOC100642349	XM_012317097.3	XP_012172487.1
LOC100642349	XM_012317098.2	XP_012172488.1
LOC100642349	XM_020866776.2	XP_020722435.1
LOC100642349	XM_020866778.2	XP_020722437.1
LOC100642349	XM_048412324.1	XP_048268281.1
LOC100642349	XM_048412326.1	XP_048268283.1
LOC100642350	XM_003401665.4	XP_003401713.1
LOC100642351	XM_003401980.4	XP_003402028.1
LOC100642353	XM_003402454.4	XP_003402502.1
LOC100642353	XR_001099583.3	
LOC100642354	XR_007224791.1	
LOC100642355	XM_012319703.3	XP_012175093.1
LOC100642355	XM_048413031.1	XP_048268988.1
LOC100642355	XM_048413032.1	XP_048268989.1
LOC100642355	XM_048413033.1	XP_048268990.1
LOC100642355	XR_007226667.1	
LOC100642355	XR_007226668.1	
LOC100642355	XR_007226669.1	
LOC100642356	XM_012319843.3	XP_012175233.1
LOC100642358	XM_003392972.3	XP_003393020.2
LOC100642359	XM_003393916.4	XP_003393964.1
LOC100642360	XM_003394160.4	XP_003394208.1
LOC100642360	XM_020868468.2	XP_020724127.1
LOC100642360	XM_048404409.1	XP_048260366.1
LOC100642360	XR_007223434.1	
LOC100642361	XM_003394393.4	XP_003394441.1
LOC100642361	XM_020868482.2	XP_020724141.1
LOC100642362	XM_012321072.3	XP_012176462.1
LOC100642362	XM_048404588.1	XP_048260545.1
LOC100642363	XM_003394955.4	XP_003395003.1
LOC100642363	XM_048405350.1	XP_048261307.1
LOC100642364	XM_012309074.3	XP_012164464.1
LOC100642364	XM_012309075.3	XP_012164465.1
LOC100642364	XM_020863102.2	XP_020718761.1
LOC100642365	XM_003395442.4	XP_003395490.1
LOC100642366	XM_003395934.4	XP_003395982.2
LOC100642367	XM_048406934.1	XP_048262891.1
LOC100642368	XM_003396575.4	XP_003396623.1
LOC100642368	XM_012310274.3	XP_012165664.1
LOC100642368	XM_048407129.1	XP_048263086.1
LOC100642368	XM_048407130.1	XP_048263087.1
LOC100642370	XM_012310725.3	XP_012166115.2
LOC100642370	XM_020863715.2	XP_020719374.2
LOC100642370	XM_048407651.1	XP_048263608.1
LOC100642370	XM_048407652.1	XP_048263609.1
LOC100642370	XM_048407653.1	XP_048263610.1
LOC100642370	XR_007224784.1	
LOC100642370	XR_007224785.1	
LOC100642370	XR_007224786.1	
LOC100642372	XM_012311721.3	XP_012167111.1
LOC100642372	XM_012311724.3	XP_012167114.2
LOC100642372	XM_048408862.1	XP_048264819.1
LOC100642372	XM_048408863.1	XP_048264820.1
LOC100642373	XM_003398444.4	XP_003398492.1
LOC100642374	XM_020864846.2	XP_020720505.1
LOC100642374	XM_020864847.2	XP_020720506.1
LOC100642374	XM_020864848.2	XP_020720507.1
LOC100642374	XM_048409305.1	XP_048265262.1
LOC100642375	XM_003398685.3	XP_003398733.1
LOC100642376	XM_012314013.3	XP_012169403.1
LOC100642377	XM_003399168.4	XP_003399216.2
LOC100642378	XM_012314230.3	XP_012169620.2
LOC100642378	XM_048410491.1	XP_048266448.1
LOC100642378	XM_048410492.1	XP_048266449.1
LOC100642379	XM_003399328.4	XP_003399376.2
LOC100642381	XM_003399644.4	XP_003399692.1
LOC100642382	XM_048410983.1	XP_048266940.1
LOC100642383	XM_003400209.4	XP_003400257.1
LOC100642383	XM_012315636.3	XP_012171026.1
LOC100642383	XM_020866285.2	XP_020721944.1
LOC100642384	XM_003400452.4	XP_003400500.1
LOC100642385	XM_003400533.4	XP_003400581.1
LOC100642385	XM_012316136.3	XP_012171526.1
LOC100642386	XM_003401346.4	XP_003401394.1
LOC100642387	XR_007226566.1	
LOC100642387	XR_007226567.1	
LOC100642388	XM_003402064.4	XP_003402112.1
LOC100642388	XM_020867558.2	XP_020723217.1
LOC100642389	XM_003402297.4	XP_003402345.1
LOC100642389	XM_012318564.3	XP_012173954.1
LOC100642389	XM_012318565.3	XP_012173955.1
LOC100642389	XM_020867653.2	XP_020723312.1
LOC100642389	XM_048404154.1	XP_048260111.1
LOC100642390	XM_048410591.1	XP_048266548.1
LOC100642390	XM_048410592.1	XP_048266549.1
LOC100642390	XM_048410593.1	XP_048266550.1
LOC100642390	XM_048410594.1	XP_048266551.1
LOC100642390	XR_007225871.1	
LOC100642391	XM_003403064.4	XP_003403112.1
LOC100642392	XM_003403289.4	XP_003403337.1
LOC100642393	XM_003393369.3	XP_003393417.1
LOC100642394	XM_003393451.4	XP_003393499.3
LOC100642395	XM_012314732.3	XP_012170122.1
LOC100642395	XM_048410313.1	XP_048266270.1
LOC100642395	XM_048410322.1	XP_048266279.1
LOC100642395	XM_048410324.1	XP_048266281.1
LOC100642395	XM_048410329.1	XP_048266286.1
LOC100642396	XM_003393757.4	XP_003393805.2
LOC100642396	XM_048414443.1	XP_048270400.1
LOC100642397	XM_003393840.4	XP_003393888.1
LOC100642397	XM_012320182.3	XP_012175572.1
LOC100642397	XM_012320183.3	XP_012175573.1
LOC100642397	XM_012320184.3	XP_012175574.1
LOC100642397	XM_012320186.3	XP_012175576.1
LOC100642397	XM_012320187.3	XP_012175577.1
LOC100642397	XM_048414390.1	XP_048270347.1
LOC100642397	XM_048414391.1	XP_048270348.1
LOC100642397	XM_048414392.1	XP_048270349.1
LOC100642398	XM_003394077.4	XP_003394125.1
LOC100642398	XM_012320497.3	XP_012175887.1
LOC100642398	XM_020868414.2	XP_020724073.1
LOC100642398	XM_020868415.2	XP_020724074.1
LOC100642398	XM_020868416.2	XP_020724075.1
LOC100642399	XM_048404740.1	XP_048260697.1
LOC100642399	XM_048404741.1	XP_048260698.1
LOC100642399	XM_048404742.1	XP_048260699.1
LOC100642399	XM_048404743.1	XP_048260700.1
LOC100642401	XM_020863304.2	XP_020718963.1
LOC100642402	XM_003396342.4	XP_003396390.1
LOC100642403	XM_003396743.4	XP_003396791.1
LOC100642404	XM_012310916.3	XP_012166306.3
LOC100642404	XM_020864050.2	XP_020719709.2
LOC100642404	XM_048408141.1	XP_048264098.1
LOC100642404	XM_048408142.1	XP_048264099.1
LOC100642405	XM_003397070.4	XP_003397118.1
LOC100642405	XM_012311039.3	XP_012166429.1
LOC100642405	XM_012311040.3	XP_012166430.1
