GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0010862	positive regulation of pathway-restricte...	7	1	0.04	0.03600	BP
GO:0040007	growth	375	4	1.96	0.03936	BP
GO:0008592	regulation of Toll signaling pathway	21	2	0.11	0.03969	BP
GO:0002805	regulation of antimicrobial peptide bios...	28	2	0.15	0.03974	BP
GO:0008062	eclosion rhythm	8	1	0.04	0.04104	BP
GO:0046672	positive regulation of compound eye reti...	8	1	0.04	0.04104	BP
GO:0000023	maltose metabolic process	8	1	0.04	0.04104	BP
GO:0090328	regulation of olfactory learning	8	1	0.04	0.04104	BP
GO:0016201	synaptic target inhibition	9	1	0.05	0.04605	BP
GO:0072488	ammonium transmembrane transport	9	1	0.05	0.04605	BP
GO:0055070	copper ion homeostasis	9	1	0.05	0.04605	BP
GO:0042417	dopamine metabolic process	12	2	0.06	0.04928	BP
GO:0006122	mitochondrial electron transport, ubiqui...	10	1	0.05	0.05104	BP
GO:0097090	presynaptic membrane organization	10	1	0.05	0.05104	BP
GO:0001941	postsynaptic membrane organization	11	1	0.06	0.05601	BP
GO:0007615	anesthesia-resistant memory	11	1	0.06	0.05601	BP
GO:0006508	proteolysis	409	6	2.14	0.05608	BP
GO:0040040	thermosensory behavior	12	1	0.06	0.06094	BP
GO:0043052	thermotaxis	12	1	0.06	0.06094	BP
GO:0045751	negative regulation of Toll signaling pa...	13	1	0.07	0.06586	BP
GO:0008063	Toll signaling pathway	35	3	0.18	0.06610	BP
GO:0045610	regulation of hemocyte differentiation	29	3	0.15	0.07057	BP
GO:0006963	positive regulation of antibacterial pep...	14	1	0.07	0.07075	BP
GO:0042136	neurotransmitter biosynthetic process	14	1	0.07	0.07075	BP
GO:0030097	hemopoiesis	70	3	0.37	0.07110	BP
GO:0018107	peptidyl-threonine phosphorylation	15	1	0.08	0.07561	BP
GO:0046622	positive regulation of organ growth	15	1	0.08	0.07561	BP
GO:0016360	sensory organ precursor cell fate determ...	16	1	0.08	0.08045	BP
GO:0007507	heart development	91	2	0.48	0.08099	BP
GO:0042675	compound eye cone cell differentiation	17	1	0.09	0.08527	BP
GO:0014065	phosphatidylinositol 3-kinase signaling	17	1	0.09	0.08527	BP
GO:0002793	positive regulation of peptide secretion	17	1	0.09	0.08527	BP
GO:0097164	ammonium ion metabolic process	24	3	0.13	0.09285	BP
GO:0045467	R7 cell development	19	1	0.1	0.09482	BP
GO:0009996	negative regulation of cell fate specifi...	19	1	0.1	0.09482	BP
GO:0042048	olfactory behavior	57	2	0.3	0.09682	BP
GO:0007390	germ-band shortening	20	1	0.1	0.09957	BP
GO:0007362	terminal region determination	20	1	0.1	0.09957	BP
GO:0000027	ribosomal large subunit assembly	20	1	0.1	0.09957	BP
GO:0045944	positive regulation of transcription by ...	215	3	1.12	0.09992	BP
GO:0007469	antennal development	22	1	0.11	0.10898	BP
GO:0007398	ectoderm development	23	1	0.12	0.11365	BP
GO:0035167	larval lymph gland hemopoiesis	40	2	0.21	0.11464	BP
GO:0007416	synapse assembly	157	2	0.82	0.11706	BP
GO:1902875	regulation of embryonic pattern specific...	25	1	0.13	0.12292	BP
GO:0000122	negative regulation of transcription by ...	121	2	0.63	0.13067	BP
GO:0008293	torso signaling pathway	27	1	0.14	0.13210	BP
GO:0008039	synaptic target recognition	37	2	0.19	0.13231	BP
GO:0007613	memory	101	2	0.53	0.14700	BP
GO:0007526	larval somatic muscle development	31	1	0.16	0.15018	BP
GO:1905269	positive regulation of chromatin organiz...	31	1	0.16	0.15018	BP
GO:0045793	positive regulation of cell size	32	1	0.17	0.15464	BP
GO:0008258	head involution	32	1	0.17	0.15464	BP
GO:0007548	sex differentiation	72	2	0.38	0.16344	BP
GO:0010469	regulation of signaling receptor activit...	34	1	0.18	0.16350	BP
GO:0006633	fatty acid biosynthetic process	34	1	0.18	0.16350	BP
GO:0051607	defense response to virus	35	1	0.18	0.16790	BP
GO:0045087	innate immune response	102	4	0.53	0.16895	BP
GO:0035172	hemocyte proliferation	38	1	0.2	0.18095	BP
GO:0032147	activation of protein kinase activity	40	1	0.21	0.18954	BP
GO:0045746	negative regulation of Notch signaling p...	43	1	0.22	0.20226	BP
GO:0018105	peptidyl-serine phosphorylation	44	1	0.23	0.20646	BP
GO:0002252	immune effector process	94	3	0.49	0.20661	BP
GO:0008286	insulin receptor signaling pathway	46	1	0.24	0.21480	BP
GO:0045475	locomotor rhythm	50	1	0.26	0.23121	BP
GO:0007619	courtship behavior	52	1	0.27	0.23929	BP
GO:0016049	cell growth	120	2	0.63	0.24991	BP
GO:0002168	instar larval development	56	1	0.29	0.25521	BP
GO:0045471	response to ethanol	57	1	0.3	0.25914	BP
GO:0048749	compound eye development	309	2	1.61	0.26183	BP
GO:0007616	long-term memory	61	1	0.32	0.27466	BP
GO:0045995	regulation of embryonic development	62	1	0.32	0.27849	BP
GO:0046677	response to antibiotic	62	1	0.32	0.27849	BP
GO:0001558	regulation of cell growth	64	1	0.33	0.28609	BP
GO:0007618	mating	72	1	0.38	0.31574	BP
GO:0022416	chaeta development	73	1	0.38	0.31936	BP
GO:0035220	wing disc development	314	2	1.64	0.32910	BP
GO:0009205	purine ribonucleoside triphosphate metab...	80	1	0.42	0.34420	BP
GO:0043066	negative regulation of apoptotic process	82	1	0.43	0.35113	BP
GO:0009167	purine ribonucleoside monophosphate meta...	83	1	0.43	0.35457	BP
GO:2000027	regulation of animal organ morphogenesis	84	1	0.44	0.35799	BP
GO:0043408	regulation of MAPK cascade	90	1	0.47	0.37817	BP
GO:0010720	positive regulation of cell development	92	1	0.48	0.38475	BP
GO:0042981	regulation of apoptotic process	177	2	0.92	0.38820	BP
GO:2000113	negative regulation of cellular macromol...	268	2	1.4	0.41174	BP
GO:0009636	response to toxic substance	108	1	0.56	0.43508	BP
GO:0015711	organic anion transport	110	1	0.57	0.44109	BP
GO:0006836	neurotransmitter transport	112	1	0.58	0.44703	BP
GO:0048731	system development	1357	9	7.08	0.45479	BP
GO:0016310	phosphorylation	464	3	2.42	0.46227	BP
GO:0098656	anion transmembrane transport	120	1	0.63	0.47020	BP
GO:0048813	dendrite morphogenesis	129	1	0.67	0.49514	BP
GO:0051124	synaptic assembly at neuromuscular junct...	133	1	0.69	0.50586	BP
GO:0009150	purine ribonucleotide metabolic process	140	1	0.73	0.52410	BP
GO:0010628	positive regulation of gene expression	367	3	1.92	0.53142	BP
GO:0006364	rRNA processing	144	1	0.75	0.53422	BP
GO:0007155	cell adhesion	144	1	0.75	0.53422	BP
GO:0007165	signal transduction	1096	9	5.72	0.53676	BP
GO:0051240	positive regulation of multicellular org...	175	2	0.91	0.56051	BP
GO:0007283	spermatogenesis	182	1	0.95	0.62061	BP
GO:0010629	negative regulation of gene expression	396	2	2.07	0.62336	BP
GO:0007411	axon guidance	213	1	1.11	0.67944	BP
GO:2000112	regulation of cellular macromolecule bio...	781	4	4.08	0.75304	BP
GO:2000026	regulation of multicellular organismal d...	431	4	2.25	0.82889	BP
GO:0007292	female gamete generation	544	1	2.84	0.95035	BP
GO:0044703	multi-organism reproductive process	771	2	4.03	0.97842	BP
GO:0006825	copper ion transport	6	1	0.03	1.00000	BP
GO:0006826	iron ion transport	8	1	0.04	1.00000	BP
GO:0032787	monocarboxylic acid metabolic process	96	1	0.5	1.00000	BP
GO:0043038	amino acid activation	38	1	0.2	1.00000	BP
GO:0019693	ribose phosphate metabolic process	148	1	0.77	1.00000	BP
GO:0002009	morphogenesis of an epithelium	485	2	2.53	1.00000	BP
GO:0006828	manganese ion transport	3	1	0.02	1.00000	BP
GO:0031323	regulation of cellular metabolic process	1216	10	6.35	1.00000	BP
GO:0031324	negative regulation of cellular metaboli...	428	5	2.23	1.00000	BP
GO:0009141	nucleoside triphosphate metabolic proces...	85	1	0.44	1.00000	BP
GO:0008283	cell population proliferation	287	1	1.5	1.00000	BP
GO:0031325	positive regulation of cellular metaboli...	576	6	3.01	1.00000	BP
GO:0031326	regulation of cellular biosynthetic proc...	829	5	4.33	1.00000	BP
GO:0031327	negative regulation of cellular biosynth...	282	3	1.47	1.00000	BP
GO:0009144	purine nucleoside triphosphate metabolic...	80	1	0.42	1.00000	BP
GO:0031328	positive regulation of cellular biosynth...	362	3	1.89	1.00000	BP
GO:0043491	protein kinase B signaling	13	1	0.07	1.00000	BP
GO:0006810	transport	1145	3	5.98	1.00000	BP
GO:0006811	ion transport	340	2	1.78	1.00000	BP
GO:0006812	cation transport	222	2	1.16	1.00000	BP
GO:0032774	RNA biosynthetic process	729	4	3.81	1.00000	BP
GO:0006163	purine nucleotide metabolic process	150	1	0.78	1.00000	BP
GO:0140694	non-membrane-bounded organelle assembly	170	1	0.89	1.00000	BP
GO:0001654	eye development	325	2	1.7	1.00000	BP
GO:0042325	regulation of phosphorylation	199	2	1.04	1.00000	BP
GO:0042327	positive regulation of phosphorylation	105	2	0.55	1.00000	BP
GO:0045611	negative regulation of hemocyte differen...	12	1	0.06	1.00000	BP
GO:0065003	protein-containing complex assembly	364	3	1.9	1.00000	BP
GO:0045612	positive regulation of hemocyte differen...	4	1	0.02	1.00000	BP
GO:0065007	biological regulation	2804	16	14.64	1.00000	BP
GO:0065008	regulation of biological quality	957	7	5	1.00000	BP
GO:0065009	regulation of molecular function	429	5	2.24	1.00000	BP
GO:0001932	regulation of protein phosphorylation	186	2	0.97	1.00000	BP
GO:0001934	positive regulation of protein phosphory...	101	2	0.53	1.00000	BP
GO:0042060	wound healing	61	1	0.32	1.00000	BP
GO:0090304	nucleic acid metabolic process	1425	6	7.44	1.00000	BP
GO:0009593	detection of chemical stimulus	25	1	0.13	1.00000	BP
GO:0007560	imaginal disc morphogenesis	321	1	1.68	1.00000	BP
GO:0031056	regulation of histone modification	35	1	0.18	1.00000	BP
GO:0005615	extracellular space	141	3	0.63	0.023	CC
GO:0009897	external side of plasma membrane	8	1	0.04	0.035	CC
GO:0005750	mitochondrial respiratory chain complex ...	8	1	0.04	0.035	CC
GO:0000124	SAGA complex	17	1	0.08	0.073	CC
GO:0005576	extracellular region	262	5	1.16	0.080	CC
GO:0030687	preribosome, large subunit precursor	20	1	0.09	0.085	CC
GO:0005887	integral component of plasma membrane	265	3	1.18	0.110	CC
GO:0032154	cleavage furrow	28	1	0.12	0.117	CC
GO:0009986	cell surface	49	2	0.22	0.160	CC
GO:0005769	early endosome	43	1	0.19	0.175	CC
GO:0016324	apical plasma membrane	52	1	0.23	0.208	CC
GO:0030532	small nuclear ribonucleoprotein complex	59	1	0.26	0.232	CC
GO:0031594	neuromuscular junction	66	1	0.29	0.256	CC
GO:0005886	plasma membrane	704	6	3.13	0.324	CC
GO:0005768	endosome	159	2	0.71	0.395	CC
GO:0005700	polytene chromosome	142	1	0.63	0.474	CC
GO:0005634	nucleus	1639	6	7.28	0.598	CC
GO:0032991	protein-containing complex	1833	5	8.14	0.874	CC
GO:0005737	cytoplasm	2632	7	11.69	0.993	CC
GO:0043228	non-membrane-bounded organelle	1012	1	4.49	1.000	CC
GO:0005694	chromosome	370	1	1.64	1.000	CC
GO:0070461	SAGA-type complex	18	1	0.08	1.000	CC
GO:0043229	intracellular organelle	3150	9	13.99	1.000	CC
GO:0030054	cell junction	309	1	1.37	1.000	CC
GO:0097708	intracellular vesicle	277	2	1.23	1.000	CC
GO:0070069	cytochrome complex	12	1	0.05	1.000	CC
GO:0070469	respirasome	39	1	0.17	1.000	CC
GO:0005739	mitochondrion	492	1	2.18	1.000	CC
GO:0012505	endomembrane system	693	2	3.08	1.000	CC
GO:0031966	mitochondrial membrane	158	1	0.7	1.000	CC
GO:0070013	intracellular organelle lumen	766	1	3.4	1.000	CC
GO:0031967	organelle envelope	252	1	1.12	1.000	CC
GO:0098796	membrane protein complex	304	1	1.35	1.000	CC
GO:0098798	mitochondrial protein-containing complex	153	1	0.68	1.000	CC
GO:1990204	oxidoreductase complex	50	1	0.22	1.000	CC
GO:0031248	protein acetyltransferase complex	63	1	0.28	1.000	CC
GO:0120114	Sm-like protein family complex	64	1	0.28	1.000	CC
GO:1905368	peptidase complex	64	1	0.28	1.000	CC
GO:0045275	respiratory chain complex III	8	1	0.04	1.000	CC
GO:0031410	cytoplasmic vesicle	277	2	1.23	1.000	CC
GO:0110165	cellular anatomical entity	4699	20	20.87	1.000	CC
GO:0140535	intracellular protein-containing complex	389	1	1.73	1.000	CC
GO:0000123	histone acetyltransferase complex	56	1	0.25	1.000	CC
GO:0031090	organelle membrane	455	1	2.02	1.000	CC
GO:0032153	cell division site	33	1	0.15	1.000	CC
GO:1902493	acetyltransferase complex	63	1	0.28	1.000	CC
GO:1902494	catalytic complex	604	2	2.68	1.000	CC
GO:1902495	transmembrane transporter complex	80	1	0.36	1.000	CC
GO:1990234	transferase complex	355	1	1.58	1.000	CC
GO:0031981	nuclear lumen	616	1	2.74	1.000	CC
GO:0031982	vesicle	304	2	1.35	1.000	CC
GO:0045177	apical part of cell	109	1	0.48	1.000	CC
GO:1990904	ribonucleoprotein complex	450	2	2	1.000	CC
GO:0043231	intracellular membrane-bounded organelle	2786	9	12.37	1.000	CC
GO:0098552	side of membrane	49	1	0.22	1.000	CC
GO:0005622	intracellular anatomical structure	3902	12	17.33	1.000	CC
GO:0043232	intracellular non-membrane-bounded organ...	1012	1	4.49	1.000	CC
GO:0043233	organelle lumen	766	1	3.4	1.000	CC
GO:0098590	plasma membrane region	169	2	0.75	1.000	CC
GO:0005575	cellular_component	4729	21	21	1.000	CC
GO:0071944	cell periphery	819	6	3.64	1.000	CC
GO:0031224	intrinsic component of membrane	635	4	2.82	1.000	CC
GO:0031226	intrinsic component of plasma membrane	274	3	1.22	1.000	CC
GO:0005740	mitochondrial envelope	168	1	0.75	1.000	CC
GO:1990351	transporter complex	87	1	0.39	1.000	CC
GO:0005743	mitochondrial inner membrane	124	1	0.55	1.000	CC
GO:0016020	membrane	1317	7	5.85	1.000	CC
GO:0031974	membrane-enclosed lumen	766	1	3.4	1.000	CC
GO:0031975	envelope	252	1	1.12	1.000	CC
GO:0016021	integral component of membrane	621	4	2.76	1.000	CC
GO:0005746	mitochondrial respirasome	39	1	0.17	1.000	CC
GO:0140513	nuclear protein-containing complex	582	2	2.58	1.000	CC
GO:0045202	synapse	192	1	0.85	1.000	CC
GO:0019866	organelle inner membrane	127	1	0.56	1.000	CC
GO:0098800	inner mitochondrial membrane protein com...	66	1	0.29	1.000	CC
GO:0005654	nucleoplasm	328	1	1.46	1.000	CC
GO:0030684	preribosome	73	1	0.32	1.000	CC
GO:0043226	organelle	3193	9	14.18	1.000	CC
GO:0043227	membrane-bounded organelle	2857	9	12.69	1.000	CC
GO:0098803	respiratory chain complex	39	1	0.17	1.000	CC
GO:0000109	nucleotide-excision repair complex	4	0	0.02	1.000	CC
GO:0000110	nucleotide-excision repair factor 1 comp...	3	0	0.01	1.000	CC
GO:0000111	nucleotide-excision repair factor 2 comp...	1	0	0	1.000	CC
GO:0000118	histone deacetylase complex	23	0	0.1	1.000	CC
GO:0000120	RNA polymerase I transcription regulator...	2	0	0.01	1.000	CC
GO:0000126	transcription factor TFIIIB complex	3	0	0.01	1.000	CC
GO:0000127	transcription factor TFIIIC complex	3	0	0.01	1.000	CC
GO:0000137	Golgi cis cisterna	8	0	0.04	1.000	CC
GO:0000138	Golgi trans cisterna	8	0	0.04	1.000	CC
GO:0000139	Golgi membrane	44	0	0.2	1.000	CC
GO:0000145	exocyst	8	0	0.04	1.000	CC
GO:0000151	ubiquitin ligase complex	98	0	0.44	1.000	CC
GO:0000152	nuclear ubiquitin ligase complex	17	0	0.08	1.000	CC
GO:0000153	cytoplasmic ubiquitin ligase complex	4	0	0.02	1.000	CC
GO:0000159	protein phosphatase type 2A complex	5	0	0.02	1.000	CC
GO:0000164	protein phosphatase type 1 complex	3	0	0.01	1.000	CC
GO:0000172	ribonuclease MRP complex	5	0	0.02	1.000	CC
GO:0000176	nuclear exosome (RNase complex)	9	0	0.04	1.000	CC
GO:0000177	cytoplasmic exosome (RNase complex)	5	0	0.02	1.000	CC
GO:0000178	exosome (RNase complex)	12	0	0.05	1.000	CC
GO:0000214	tRNA-intron endonuclease complex	3	0	0.01	1.000	CC
GO:0000220	vacuolar proton-transporting V-type ATPa...	6	0	0.03	1.000	CC
GO:0000221	vacuolar proton-transporting V-type ATPa...	6	0	0.03	1.000	CC
GO:0000228	nuclear chromosome	148	0	0.66	1.000	CC
GO:0000235	astral microtubule	1	0	0	1.000	CC
GO:0000242	pericentriolar material	9	0	0.04	1.000	CC
GO:0000243	commitment complex	6	0	0.03	1.000	CC
GO:0000262	mitochondrial chromosome	1	0	0	1.000	CC
GO:0000274	mitochondrial proton-transporting ATP sy...	1	0	0	1.000	CC
GO:0000275	mitochondrial proton-transporting ATP sy...	6	0	0.03	1.000	CC
GO:0000276	mitochondrial proton-transporting ATP sy...	5	0	0.02	1.000	CC
GO:0000306	extrinsic component of vacuolar membrane	1	0	0	1.000	CC
GO:0000307	cyclin-dependent protein kinase holoenzy...	13	0	0.06	1.000	CC
GO:0000313	organellar ribosome	61	0	0.27	1.000	CC
GO:0000314	organellar small ribosomal subunit	23	0	0.1	1.000	CC
GO:0000315	organellar large ribosomal subunit	41	0	0.18	1.000	CC
GO:0000323	lytic vacuole	60	0	0.27	1.000	CC
GO:0000346	transcription export complex	7	0	0.03	1.000	CC
GO:0000347	THO complex	6	0	0.03	1.000	CC
GO:0000407	phagophore assembly site	15	0	0.07	1.000	CC
GO:0000408	EKC/KEOPS complex	2	0	0.01	1.000	CC
GO:0000421	autophagosome membrane	5	0	0.02	1.000	CC
GO:0000428	DNA-directed RNA polymerase complex	102	0	0.45	1.000	CC
GO:0000439	transcription factor TFIIH core complex	6	0	0.03	1.000	CC
GO:0000445	THO complex part of transcription export...	4	0	0.02	1.000	CC
GO:0000502	proteasome complex	41	0	0.18	1.000	CC
GO:0000506	glycosylphosphatidylinositol-N-acetylglu...	4	0	0.02	1.000	CC
GO:0000775	chromosome, centromeric region	55	0	0.24	1.000	CC
GO:0000776	kinetochore	34	0	0.15	1.000	CC
GO:0000779	condensed chromosome, centromeric region	37	0	0.16	1.000	CC
GO:0000781	chromosome, telomeric region	8	0	0.04	1.000	CC
GO:0000785	chromatin	175	0	0.78	1.000	CC
GO:0000786	nucleosome	5	0	0.02	1.000	CC
GO:0000791	euchromatin	18	0	0.08	1.000	CC
GO:0000792	heterochromatin	26	0	0.12	1.000	CC
GO:0000793	condensed chromosome	67	0	0.3	1.000	CC
GO:0000794	condensed nuclear chromosome	24	0	0.11	1.000	CC
GO:0000795	synaptonemal complex	3	0	0.01	1.000	CC
GO:0000796	condensin complex	7	0	0.03	1.000	CC
GO:0000798	nuclear cohesin complex	2	0	0.01	1.000	CC
GO:0000803	sex chromosome	7	0	0.03	1.000	CC
GO:0000805	X chromosome	6	0	0.03	1.000	CC
GO:0000806	Y chromosome	1	0	0	1.000	CC
GO:0000808	origin recognition complex	5	0	0.02	1.000	CC
GO:0000811	GINS complex	4	0	0.02	1.000	CC
GO:0000812	Swr1 complex	2	0	0.01	1.000	CC
GO:0000813	ESCRT I complex	6	0	0.03	1.000	CC
GO:0000814	ESCRT II complex	3	0	0.01	1.000	CC
GO:0000815	ESCRT III complex	7	0	0.03	1.000	CC
GO:0000835	ER ubiquitin ligase complex	1	0	0	1.000	CC
GO:0000836	Hrd1p ubiquitin ligase complex	1	0	0	1.000	CC
GO:0000922	spindle pole	22	0	0.1	1.000	CC
GO:0000923	equatorial microtubule organizing center	5	0	0.02	1.000	CC
GO:0000930	gamma-tubulin complex	6	0	0.03	1.000	CC
GO:0000931	gamma-tubulin large complex	4	0	0.02	1.000	CC
GO:0000932	P-body	30	0	0.13	1.000	CC
GO:0000938	GARP complex	5	0	0.02	1.000	CC
GO:0000940	outer kinetochore	10	0	0.04	1.000	CC
GO:0000974	Prp19 complex	10	0	0.04	1.000	CC
GO:0001405	PAM complex, Tim23 associated import mot...	2	0	0.01	1.000	CC
GO:0001651	dense fibrillar component	1	0	0	1.000	CC
GO:0001652	granular component	1	0	0	1.000	CC
GO:0001669	acrosomal vesicle	2	0	0.01	1.000	CC
GO:0001673	male germ cell nucleus	6	0	0.03	1.000	CC
GO:0001674	female germ cell nucleus	9	0	0.04	1.000	CC
GO:0001725	stress fiber	2	0	0.01	1.000	CC
GO:0001726	ruffle	3	0	0.01	1.000	CC
GO:0001940	male pronucleus	2	0	0.01	1.000	CC
GO:0002080	acrosomal membrane	1	0	0	1.000	CC
GO:0002081	outer acrosomal membrane	1	0	0	1.000	CC
GO:0002102	podosome	1	0	0	1.000	CC
GO:0005581	collagen trimer	3	0	0.01	1.000	CC
GO:0005587	collagen type IV trimer	2	0	0.01	1.000	CC
GO:0005604	basement membrane	12	0	0.05	1.000	CC
GO:0005616	larval serum protein complex	3	0	0.01	1.000	CC
GO:0005635	nuclear envelope	84	0	0.37	1.000	CC
GO:0005637	nuclear inner membrane	3	0	0.01	1.000	CC
GO:0005638	lamin filament	1	0	0	1.000	CC
GO:0005639	integral component of nuclear inner memb...	1	0	0	1.000	CC
GO:0005640	nuclear outer membrane	1	0	0	1.000	CC
GO:0005642	annulate lamellae	1	0	0	1.000	CC
GO:0005643	nuclear pore	37	0	0.16	1.000	CC
GO:0005652	nuclear lamina	9	0	0.04	1.000	CC
GO:0005655	nucleolar ribonuclease P complex	5	0	0.02	1.000	CC
GO:0005656	nuclear pre-replicative complex	2	0	0.01	1.000	CC
GO:0005657	replication fork	25	0	0.11	1.000	CC
GO:0005658	alpha DNA polymerase:primase complex	4	0	0.02	1.000	CC
GO:0005663	DNA replication factor C complex	5	0	0.02	1.000	CC
GO:0005664	nuclear origin of replication recognitio...	5	0	0.02	1.000	CC
GO:0005665	RNA polymerase II, core complex	12	0	0.05	1.000	CC
GO:0005666	RNA polymerase III complex	21	0	0.09	1.000	CC
GO:0005667	transcription regulator complex	123	0	0.55	1.000	CC
GO:0005668	RNA polymerase transcription factor SL1 ...	2	0	0.01	1.000	CC
GO:0005669	transcription factor TFIID complex	20	0	0.09	1.000	CC
GO:0005672	transcription factor TFIIA complex	2	0	0.01	1.000	CC
GO:0005673	transcription factor TFIIE complex	2	0	0.01	1.000	CC
GO:0005674	transcription factor TFIIF complex	3	0	0.01	1.000	CC
GO:0005675	transcription factor TFIIH holo complex	10	0	0.04	1.000	CC
GO:0005677	chromatin silencing complex	3	0	0.01	1.000	CC
GO:0005680	anaphase-promoting complex	11	0	0.05	1.000	CC
GO:0004252	serine-type endopeptidase activity	36	4	0.17	1.8e-05	MF
GO:0004867	serine-type endopeptidase inhibitor acti...	8	2	0.04	0.00057	MF
GO:0004676	3-phosphoinositide-dependent protein kin...	1	1	0	0.00466	MF
GO:0003833	beta-alanyl amine synthase activity	1	1	0	0.00466	MF
GO:0070976	TIR domain binding	1	1	0	0.00466	MF
GO:0004058	aromatic-L-amino-acid decarboxylase acti...	1	1	0	0.00466	MF
GO:0005381	iron ion transmembrane transporter activ...	2	1	0.01	0.00931	MF
GO:0005384	manganese ion transmembrane transporter ...	2	1	0.01	0.00931	MF
GO:0001872	(1->3)-beta-D-glucan binding	2	1	0.01	0.00931	MF
GO:0015220	choline transmembrane transporter activi...	2	1	0.01	0.00931	MF
GO:0005375	copper ion transmembrane transporter act...	3	1	0.01	0.01393	MF
GO:0004586	ornithine decarboxylase activity	3	1	0.01	0.01393	MF
GO:0038187	pattern recognition receptor activity	3	1	0.01	0.01393	MF
GO:0001530	lipopolysaccharide binding	5	1	0.02	0.02311	MF
GO:0019955	cytokine binding	5	1	0.02	0.02311	MF
GO:0005160	transforming growth factor beta receptor...	6	1	0.03	0.02767	MF
GO:0008121	ubiquinol-cytochrome-c reductase activit...	7	1	0.03	0.03221	MF
