GO:0032450	maltose alpha-glucosidase activity	8	2	0.18	0.01304	MF	Up
GO:0020037	heme binding	9	2	0.2	0.01652	MF	Down
GO:0008519	ammonium transmembrane transporter activ...	9	2	0.2	0.01652	MF	Up
GO:0034041	ABC-type sterol transporter activity	9	2	0.2	0.01652	MF	Down
GO:0003833	beta-alanyl amine synthase activity	1	1	0.02	0.02267	MF	Up
GO:0005504	fatty acid binding	1	1	0.02	0.02267	MF	Down
GO:0004372	glycine hydroxymethyltransferase activit...	1	1	0.02	0.02267	MF	Down
GO:0004326	tetrahydrofolylpolyglutamate synthase ac...	1	1	0.02	0.02267	MF	Down
GO:0004329	formate-tetrahydrofolate ligase activity	1	1	0.02	0.02267	MF	Down
GO:0047988	hydroxyacid-oxoacid transhydrogenase act...	1	1	0.02	0.02267	MF	Down
GO:0034338	short-chain carboxylesterase activity	1	1	0.02	0.02267	MF	Down
GO:0043546	molybdopterin cofactor binding	1	1	0.02	0.02267	MF	Down
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase ...	1	1	0.02	0.02267	MF	Down
GO:0004676	3-phosphoinositide-dependent protein kin...	1	1	0.02	0.02267	MF	Up
GO:0016979	lipoate-protein ligase activity	1	1	0.02	0.02267	MF	Down
GO:0070325	lipoprotein particle receptor binding	1	1	0.02	0.02267	MF	Down
GO:0017118	lipoyltransferase activity	1	1	0.02	0.02267	MF	Down
GO:0004565	beta-galactosidase activity	1	1	0.02	0.02267	MF	Down
GO:0047875	ecdysone oxidase activity	1	1	0.02	0.02267	MF	Down
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminot...	1	1	0.02	0.02267	MF	Down
GO:0004638	phosphoribosylaminoimidazole carboxylase...	1	1	0.02	0.02267	MF	Down
GO:0004639	phosphoribosylaminoimidazolesuccinocarbo...	1	1	0.02	0.02267	MF	Down
GO:0017084	delta1-pyrroline-5-carboxylate synthetas...	1	1	0.02	0.02267	MF	Down
GO:0005164	tumor necrosis factor receptor binding	1	1	0.02	0.02267	MF	Down
GO:0004147	dihydrolipoamide branched chain acyltran...	1	1	0.02	0.02267	MF	Down
GO:0004454	ketohexokinase activity	1	1	0.02	0.02267	MF	Down
GO:0004856	xylulokinase activity	1	1	0.02	0.02267	MF	Down
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparag...	1	1	0.02	0.02267	MF	Down
GO:0004058	aromatic-L-amino-acid decarboxylase acti...	1	1	0.02	0.02267	MF	Up
GO:0019841	retinol binding	1	1	0.02	0.02267	MF	Down
GO:0070976	TIR domain binding	1	1	0.02	0.02267	MF	Up
GO:0030378	serine racemase activity	1	1	0.02	0.02267	MF	Down
GO:0097003	adipokinetic hormone receptor activity	1	1	0.02	0.02267	MF	Down
GO:0097004	adipokinetic hormone binding	1	1	0.02	0.02267	MF	Down
GO:0047196	long-chain-alcohol O-fatty-acyltransfera...	1	1	0.02	0.02267	MF	Down
GO:0004760	serine-pyruvate transaminase activity	1	1	0.02	0.02267	MF	Down
GO:0004366	glycerol-3-phosphate O-acyltransferase a...	1	1	0.02	0.02267	MF	Down
GO:0004350	glutamate-5-semialdehyde dehydrogenase a...	1	1	0.02	0.02267	MF	Down
GO:0004044	amidophosphoribosyltransferase activity	1	1	0.02	0.02267	MF	Down
GO:0004833	tryptophan 2,3-dioxygenase activity	1	1	0.02	0.02267	MF	Down
GO:0016903	oxidoreductase activity, acting on the a...	18	3	0.41	0.0441	MF	Down
GO:0004321	fatty-acyl-CoA synthase activity	2	1	0.05	0.04484	MF	Down
GO:0015220	choline transmembrane transporter activi...	2	1	0.05	0.04484	MF	Up
GO:0015227	acyl carnitine transmembrane transporter...	2	1	0.05	0.04484	MF	Down
GO:0005381	iron ion transmembrane transporter activ...	2	1	0.05	0.04484	MF	Up
GO:0005384	manganese ion transmembrane transporter ...	2	1	0.05	0.04484	MF	Up
GO:0004591	oxoglutarate dehydrogenase (succinyl-tra...	2	1	0.05	0.04484	MF	Down
GO:0036122	BMP binding	2	1	0.05	0.04484	MF	Down
GO:0004144	diacylglycerol O-acyltransferase activit...	2	1	0.05	0.04484	MF	Down
GO:0004854	xanthine dehydrogenase activity	2	1	0.05	0.04484	MF	Down
GO:0008865	fructokinase activity	2	1	0.05	0.04484	MF	Down
GO:0008467	[heparan sulfate]-glucosamine 3-sulfotra...	2	1	0.05	0.04484	MF	Up
GO:0004488	methylenetetrahydrofolate dehydrogenase ...	2	1	0.05	0.04484	MF	Down
GO:0030297	transmembrane receptor protein tyrosine ...	2	1	0.05	0.04484	MF	Down
GO:0004477	methenyltetrahydrofolate cyclohydrolase ...	2	1	0.05	0.04484	MF	Down
GO:0004022	alcohol dehydrogenase (NAD+) activity	2	1	0.05	0.04484	MF	Down
GO:0001872	(1->3)-beta-D-glucan binding	2	1	0.05	0.04484	MF	Up
GO:0004505	phenylalanine 4-monooxygenase activity	2	1	0.05	0.04484	MF	Down
GO:0005319	lipid transporter activity	25	4	0.57	0.04805	MF	Down
