GO:0031957	very long-chain fatty acid-CoA ligase ac...	1	1	0.03	0.02918	MF	Up
GO:0004445	inositol-polyphosphate 5-phosphatase act...	1	1	0.03	0.02918	MF	Up
GO:0004556	alpha-amylase activity	1	1	0.03	0.02918	MF	Up
GO:0003951	NAD+ kinase activity	1	1	0.03	0.02918	MF	Up
GO:0015245	fatty acid transmembrane transporter act...	1	1	0.03	0.02918	MF	Up
GO:0005381	iron ion transmembrane transporter activ...	1	1	0.03	0.02918	MF	Up
GO:0038187	pattern recognition receptor activity	1	1	0.03	0.02918	MF	Up
GO:0005384	manganese ion transmembrane transporter ...	1	1	0.03	0.02918	MF	Up
GO:0019778	Atg12 activating enzyme activity	1	1	0.03	0.02918	MF	Up
GO:0019779	Atg8 activating enzyme activity	1	1	0.03	0.02918	MF	Up
GO:0015232	heme transmembrane transporter activity	1	1	0.03	0.02918	MF	Up
GO:0005043	netrin receptor activity involved in che...	1	1	0.03	0.02918	MF	Up
GO:0045134	uridine-diphosphatase activity	1	1	0.03	0.02918	MF	Up
GO:0035591	signaling adaptor activity	10	2	0.29	0.03239	MF	Up
